miRTarBase ID	miRNA	Species (miRNA)	Target Gene	Target Gene (Entrez Gene ID)	Species (Target Gene)	Experiments	Support Type	References (PMID)
MIRT438171	hsa-miR-100-5p	Homo sapiens	CYR61	3491	Homo sapiens	ELISA//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24317814
MIRT438172	hsa-miR-494-3p	Homo sapiens	ARHGAP5	394	Homo sapiens	FACS//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24316134
MIRT438173	hsa-miR-199a-5p	Homo sapiens	WNK1	65125	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24299514
MIRT438174	hsa-miR-199a-5p	Homo sapiens	NFKB1	4790	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24299514
MIRT438175	hsa-miR-126-3p	Homo sapiens	CD97	976	Homo sapiens	FACS//Flow//GFP reporter assay//Luciferase reporter assay//qRT-PCR	Functional MTI	24274104
MIRT438176	hsa-miR-655-3p	Homo sapiens	MAGI2	9863	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	24258346
MIRT438177	hsa-miR-487b-3p	Homo sapiens	MAGI2	9863	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	24258346
MIRT438178	hsa-miR-134-5p	Homo sapiens	MAGI2	9863	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	24258346
MIRT025257	hsa-miR-34a-5p	Homo sapiens	GAS1	2619	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24220341
MIRT044018	hsa-miR-365a-3p	Homo sapiens	BAX	581	Homo sapiens	Microarray//Western blot	Functional MTI	24216611
MIRT438183	hsa-miR-365a-3p	Homo sapiens	SHC1	6464	Homo sapiens	Microarray//Western blot	Functional MTI	24216611
MIRT438184	hsa-miR-135a-5p	Homo sapiens	SIAH1	6477	Homo sapiens	Luciferase reporter assay	Functional MTI	24503442
MIRT438185	hsa-miR-888-5p	Homo sapiens	CDH1	999	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24480745
MIRT438186	hsa-miR-675-5p	Homo sapiens	CDC6	990	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24532688
MIRT438187	hsa-miR-675-3p	Homo sapiens	SMAD5	4090	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24532688
MIRT438188	hsa-miR-675-3p	Homo sapiens	SMAD1	4086	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24532688
MIRT121568	hsa-miR-129-5p	Homo sapiens	APC	324	Homo sapiens	Luciferase reporter assay	Functional MTI	24194897
MIRT061373	hsa-miR-524-5p	Homo sapiens	WEE1	7465	Homo sapiens	Luciferase reporter assay	Functional MTI	24194606
MIRT438189	hsa-miR-524-5p	Homo sapiens	CDK2	1017	Homo sapiens	Luciferase reporter assay	Functional MTI	24194606
MIRT438190	hsa-miR-524-5p	Homo sapiens	TTK	7272	Homo sapiens	Luciferase reporter assay	Functional MTI	24194606
MIRT298003	hsa-miR-99a-5p	Homo sapiens	TRIB2	28951	Homo sapiens	Luciferase reporter assay	Functional MTI	24191888
MIRT438191	hsa-miR-99a-5p	Homo sapiens	CTDSPL	10217	Homo sapiens	Luciferase reporter assay	Functional MTI	24191888
MIRT438192	hsa-miR-126-3p	Homo sapiens	TCF4	6925	Homo sapiens	Luciferase reporter assay	Functional MTI	24190507
MIRT438193	hsa-miR-101-3p	Homo sapiens	NLK	51701	Homo sapiens	Luciferase reporter assay	Functional MTI	24189458
MIRT438194	hsa-miR-383-5p	Homo sapiens	PPP1R10	5514	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24462707
MIRT438195	hsa-miR-7-5p	Homo sapiens	PAX6	5080	Homo sapiens	Luciferase reporter assay	Functional MTI	24185687
MIRT438195	hsa-miR-7-5p	Homo sapiens	PAX6	5080	Homo sapiens	Luciferase reporter assay//Western blot//	Functional MTI	25089088
MIRT022229	hsa-miR-124-3p	Homo sapiens	KLF6	1316	Homo sapiens	Luciferase reporter assay	Functional MTI	24184980
MIRT163342	hsa-miR-181a-5p	Homo sapiens	PRKCD	5580	Homo sapiens	Luciferase reporter assay	Functional MTI	24183997
MIRT163342	hsa-miR-181a-5p	Homo sapiens	PRKCD	5580	Homo sapiens	Flow//Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	22847611
MIRT438196	hsa-miR-30b-5p	Homo sapiens	BCL2	596	Homo sapiens	Luciferase reporter assay	Functional MTI	24178239
MIRT438197	hsa-miR-27b-3p	Homo sapiens	SHC1	6464	Homo sapiens	Luciferase reporter assay	Functional MTI	24177325
MIRT438198	hsa-miR-27b-3p	Homo sapiens	THBS2	7058	Homo sapiens	Luciferase reporter assay	Functional MTI	24177325
MIRT438199	hsa-miR-27b-3p	Homo sapiens	THBS1	7057	Homo sapiens	Luciferase reporter assay	Functional MTI	24177325
MIRT438200	hsa-miR-125b-5p	Homo sapiens	AHRR	57491	Homo sapiens	Immunoblot//Luciferase reporter assay	Functional MTI	24176857
MIRT438201	hsa-miR-138-5p	Homo sapiens	TWIST2	117581	Homo sapiens	Luciferase reporter assay	Functional MTI	24171926
MIRT438202	hsa-miR-200c-3p	Homo sapiens	SUZ12	23512	Homo sapiens	Luciferase reporter assay	Functional MTI	24169343
MIRT438203	hsa-miR-200c-3p	Homo sapiens	ROCK2	9475	Homo sapiens	Luciferase reporter assay	Functional MTI	24169343
MIRT438204	hsa-miR-200b-3p	Homo sapiens	ROCK2	9475	Homo sapiens	Luciferase reporter assay	Functional MTI	24169343
MIRT438207	hsa-miR-431-5p	Homo sapiens	KREMEN1	83999	Homo sapiens	Luciferase reporter assay	Functional MTI	24167472
MIRT438208	hsa-miR-302b-3p	Homo sapiens	AKT2	208	Homo sapiens	qRT-PCR//Western blot	Functional MTI	24337067
MIRT438209	hsa-miR-26a-5p	Homo sapiens	CHEK1	1111	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	24336073
MIRT183141	hsa-miR-26a-5p	Homo sapiens	WEE1	7465	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	24336073
MIRT031934	hsa-miR-16-5p	Homo sapiens	WEE1	7465	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	24336073
MIRT265077	hsa-miR-16-5p	Homo sapiens	CHEK1	1111	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	24336073
MIRT438211	hsa-miR-302a-3p	Homo sapiens	CDK1	983	Homo sapiens	qRT-PCR//Western blot	Functional MTI	24333727
MIRT438212	hsa-miR-139-5p	Homo sapiens	FAM162A	26355	Homo sapiens	Luciferase reporter assay	Functional MTI	24333693
MIRT438214	hsa-miR-133b	Homo sapiens	CXCR4	7852	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24330809
MIRT438215	hsa-miR-124-3p	Homo sapiens	FLOT1	10211	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24330780
MIRT438216	hsa-miR-181a-5p	Homo sapiens	AHR	196	Homo sapiens	qRT-PCR//Western blot	Functional MTI	24329418
MIRT438217	hsa-miR-181a-5p	Homo sapiens	STAT3	6774	Homo sapiens	qRT-PCR//Western blot	Functional MTI	24329418
MIRT438218	hsa-miR-221-3p	Homo sapiens	RUNX1	861	Homo sapiens	qRT-PCR//Western blot	Functional MTI	24329418
MIRT438219	hsa-miR-221-3p	Homo sapiens	ARNT	405	Homo sapiens	qRT-PCR//Western blot	Functional MTI	24329418
MIRT438223	hsa-miR-202-3p	Homo sapiens	ARL5A	26225	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	24327274
MIRT438224	hsa-miR-21-5p	Homo sapiens	CLU	1191	Homo sapiens	Luciferase reporter assay	Functional MTI	24327270
MIRT438225	hsa-miR-92b-3p	Homo sapiens	DKK3	27122	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	24325785
MIRT438226	hsa-miR-223-3p	Homo sapiens	POLR3G	10622	Homo sapiens	Luciferase reporter assay	Functional MTI	24324762
MIRT438227	hsa-miR-223-3p	Homo sapiens	FOXO3	2309	Homo sapiens	Luciferase reporter assay	Functional MTI	24324762
MIRT438228	hsa-miR-223-3p	Homo sapiens	CDC27	996	Homo sapiens	Luciferase reporter assay	Functional MTI	24324762
MIRT438229	hsa-miR-223-3p	Homo sapiens	SP1	6667	Homo sapiens	Luciferase reporter assay	Functional MTI	24324762
MIRT438230	hsa-miR-221-3p	Homo sapiens	MDM2	4193	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24324033
MIRT438231	hsa-miR-34a-5p	Homo sapiens	CSF1R	1436	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24198819
MIRT438232	hsa-miR-22-3p	Homo sapiens	CSF1R	1436	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24198819
MIRT438233	hsa-miR-221-3p	Homo sapiens	PIK3R1	5295	Homo sapiens	Western blot	Functional MTI	24147037
MIRT438234	hsa-miR-221-3p	Homo sapiens	MMP2	4313	Homo sapiens	Western blot	Functional MTI	24147037
MIRT027237	hsa-miR-29b-3p	Homo sapiens	PIK3R1	5295	Homo sapiens	Western blot	Functional MTI	24147037
MIRT438235	hsa-miR-525-3p	Homo sapiens	ARRB1	408	Homo sapiens	Luciferase reporter assay	Functional MTI	24147004
MIRT438236	hsa-miR-525-3p	Homo sapiens	ESD	2098	Homo sapiens	Luciferase reporter assay	Functional MTI	24147004
MIRT438237	hsa-miR-525-3p	Homo sapiens	PPIG	9360	Homo sapiens	Luciferase reporter assay	Functional MTI	24147004
MIRT021634	hsa-miR-142-3p	Homo sapiens	TGFBR1	7046	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24558198
MIRT016258	hsa-miR-502-5p	Homo sapiens	SETD8	387893	Homo sapiens	Luciferase reporter assay	Functional MTI	24146953
MIRT128546	hsa-miR-203a-3p	Homo sapiens	ATM	472	Homo sapiens	qRT-PCR//Western blot	Functional MTI	24145123
MIRT438239	hsa-miR-34a-5p	Homo sapiens	KIT	3815	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	24009080
MIRT031156	hsa-miR-19b-3p	Homo sapiens	SMAD4	4089	Homo sapiens	Luciferase reporter assay	Functional MTI	23998804
MIRT438241	hsa-miR-26b-5p	Homo sapiens	NAMPT	10135	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23922874
MIRT438242	hsa-miR-433-3p	Homo sapiens	TYMS	7298	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23915286
MIRT438243	hsa-miR-494-3p	Homo sapiens	MCC	4163	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23913442
MIRT438244	gga-miR-489-3p	Homo sapiens	SMAD3	4088	Homo sapiens	Luciferase reporter assay	Functional MTI	24786471
MIRT438245	hsa-miR-340-5p	Homo sapiens	RHOA	387	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	24980435
MIRT209229	hsa-miR-203a-3p	Homo sapiens	PIK3CA	5290	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24996183
MIRT438246	hsa-miR-24-1-5p	Homo sapiens	FOXM1	2305	Homo sapiens	Flow//qRT-PCR//Western blot	Functional MTI	24999187
MIRT021989	hsa-miR-128-3p	Homo sapiens	VEGFC	7424	Homo sapiens	Flow//qRT-PCR//Western blot	Functional MTI	25001183
MIRT438248	hsa-miR-146a-5p	Homo sapiens	HOXD10	3236	Homo sapiens	Immunohistochemistry//qRT-PCR//Western blot	Functional MTI	25010866
MIRT169184	hsa-miR-718	Homo sapiens	VEGFA	7422	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	24815691
MIRT154313	hsa-miR-191-5p	Homo sapiens	CEBPB	1051	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25094047
MIRT438249	hsa-miR-134-5p	Homo sapiens	PUM2	23369	Homo sapiens	Immunofluorescence//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25097251
MIRT438250	hsa-miR-718	Homo sapiens	PTEN	5728	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	25107449
MIRT438250	hsa-miR-718	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//Microarray//Western blot	Functional MTI	25104021
MIRT438251	hsa-miR-133b	Homo sapiens	MMP9	4318	Homo sapiens	Luciferase reporter assay	Functional MTI	24714873
MIRT438252	hsa-miR-222-3p	Homo sapiens	ADAM1A	8759	Homo sapiens	Luciferase reporter assay	Functional MTI	24736554
MIRT438253	hsa-miR-221-3p	Homo sapiens	ADAM1A	8759	Homo sapiens	Luciferase reporter assay	Functional MTI	24736554
MIRT438254	hsa-miR-221-3p	Homo sapiens	STAT5A	6776	Homo sapiens	Luciferase reporter assay	Functional MTI	24736554
MIRT438256	hsa-miR-141-3p	Homo sapiens	ZMPSTE24	10269	Homo sapiens	Luciferase reporter assay	Functional MTI	24101728
MIRT438258	hsa-miR-10a-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	24100613
MIRT438257	hsa-miR-29a-3p	Homo sapiens	TRAF4	9618	Homo sapiens	Luciferase reporter assay	Functional MTI	24100420
MIRT438259	hsa-miR-130b-3p	Homo sapiens	CCNA2	890	Homo sapiens	Luciferase reporter assay	Functional MTI	24681352
MIRT438260	hsa-miR-23b-3p	Homo sapiens	HMGA2	8091	Homo sapiens	Luciferase reporter assay	Functional MTI	24681352
MIRT438261	hsa-miR-92b-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	24099768
MIRT027144	hsa-miR-103a-3p	Homo sapiens	RAD51	5888	Homo sapiens	Luciferase reporter assay	Functional MTI	24088786
MIRT438264	hsa-miR-107	Homo sapiens	RAD51	5888	Homo sapiens	Luciferase reporter assay	Functional MTI	24088786
MIRT438265	hsa-miR-29a-3p	Homo sapiens	CALCR	799	Homo sapiens	Luciferase reporter assay	Functional MTI	24085298
MIRT438266	hsa-miR-29a-3p	Homo sapiens	CD93	22918	Homo sapiens	Luciferase reporter assay	Functional MTI	24085298
MIRT194613	hsa-miR-29a-3p	Homo sapiens	NFIA	4774	Homo sapiens	Luciferase reporter assay	Functional MTI	24085298
MIRT438267	hsa-miR-29a-3p	Homo sapiens	GPR85	54329	Homo sapiens	Luciferase reporter assay	Functional MTI	24085298
MIRT438268	hsa-miR-29a-3p	Homo sapiens	SRGAP2	23380	Homo sapiens	Luciferase reporter assay	Functional MTI	24085298
MIRT438269	hsa-miR-605-5p	Homo sapiens	PSMD10	5716	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	25131931
MIRT438271	hsa-miR-127-3p	Homo sapiens	SEPT7	989	Homo sapiens	Luciferase reporter assay	Functional MTI	24604520
MIRT437791	hsa-miR-205-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24084898
MIRT437791	hsa-miR-205-5p	Homo sapiens	PTEN	5728	Homo sapiens	ChIP-seq//ELISA//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23856247
MIRT437791	hsa-miR-205-5p	Homo sapiens	PTEN	5728	Homo sapiens	qRT-PCR//Western blot	Functional MTI	23564023
MIRT438272	hsa-miR-320a	Homo sapiens	NFATC3	4775	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25159093
MIRT438273	hsa-miR-320a	Homo sapiens	TRPC5	7224	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25159093
MIRT438274	hsa-miR-29a-3p	Homo sapiens	CEACAM6	4680	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	25171863
MIRT438275	hsa-miR-491-5p	Homo sapiens	SMAD3	4088	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25196641
MIRT438276	hsa-miR-187-3p	Homo sapiens	HIPK3	10114	Homo sapiens	Luciferase reporter assay	Functional MTI	24149837
MIRT438277	hsa-miR-7-5p	Homo sapiens	PIK3CG	5294	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	24603851
MIRT438278	hsa-miR-127-3p	Homo sapiens	RGMA	56963	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24517116
MIRT438279	hsa-miR-127-3p	Homo sapiens	ZWINT	11130	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24517116
MIRT438280	hsa-miR-127-3p	Homo sapiens	SFRP1	6422	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24517116
MIRT063471	hsa-miR-127-3p	Homo sapiens	SKI	6497	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24517116
MIRT438281	hsa-miR-127-3p	Homo sapiens	SERPINB9	5272	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24517116
MIRT438282	hsa-miR-145-5p	Homo sapiens	ROCK1	6093	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	24573110
MIRT438283	hsa-miR-223-3p	Homo sapiens	CCL3	6348	Homo sapiens	Luciferase reporter assay	Functional MTI	24084739
MIRT438284	hsa-miR-223-3p	Homo sapiens	IL6	3569	Homo sapiens	Luciferase reporter assay	Functional MTI	24084739
MIRT438285	hsa-miR-223-3p	Homo sapiens	CXCL2	2920	Homo sapiens	Luciferase reporter assay	Functional MTI	24084739
MIRT438286	hsa-miR-199a-5p	Homo sapiens	ACVR1B	91	Homo sapiens	Immunoprecipitaion//qRT-PCR//Western blot//Luciferase reporter assay	Functional MTI	25258381
MIRT438287	hsa-miR-137	Homo sapiens	TBX3	6926	Homo sapiens	Luciferase reporter assay	Functional MTI	24084696
MIRT438288	hsa-miR-137	Homo sapiens	KLF4	9314	Homo sapiens	Luciferase reporter assay	Functional MTI	24084696
MIRT438289	hsa-miR-92a-3p	Homo sapiens	CCL8	6355	Homo sapiens	Luciferase reporter assay//Western blot//qRT-PCR	Functional MTI	25253336
MIRT438290	hsa-miR-184	Homo sapiens	EZR	7430	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25251993
MIRT396655	hsa-miR-125b-1-3p	Homo sapiens	S1PR1	1901	Homo sapiens	Luciferase reporter assay//Western blot//qRT-PCR	Functional MTI	25251470
MIRT438291	hsa-miR-200b-3p	Homo sapiens	PIN1	5300	Homo sapiens	Luciferase reporter assay	Functional MTI	24072701
MIRT438292	hsa-miR-206	Homo sapiens	KRAS	3845	Homo sapiens	Luciferase reporter assay//Western blot//qRT-PCR	Functional MTI	25246801
MIRT438294	hsa-miR-221-3p	Homo sapiens	MGMT	4255	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	24147153
MIRT438295	hsa-miR-222-3p	Homo sapiens	MGMT	4255	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	24147153
MIRT438296	hsa-miR-195-5p	Homo sapiens	INSR	3643	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25240198
MIRT438300	hsa-miR-143-3p	Homo sapiens	DYT10	50818	Homo sapiens	Luciferase reporter assay	Functional MTI	24070896
MIRT438301	hsa-miR-573	Homo sapiens	ARHGAP26	23092	Homo sapiens	Luciferase reporter assay	Functional MTI	24067935
MIRT438303	hsa-miR-133b	Homo sapiens	CTGF	1490	Homo sapiens	Luciferase reporter assay	Functional MTI	24065814
MIRT025722	hsa-miR-7-5p	Homo sapiens	RELA	5970	Homo sapiens	qRT-PCR//Western blot	Functional MTI	25232110
MIRT438304	hsa-miR-135a-5p	Homo sapiens	BCL2	596	Homo sapiens	Luciferase reporter assay//qRT-PCR//	Functional MTI	25230140
MIRT438305	hsa-miR-152-3p	Homo sapiens	KLF4	9314	Homo sapiens	Immunoprecipitaion//qRT-PCR//Western blot//Luciferase reporter assay	Functional MTI	25218589
MIRT061247	hsa-miR-124-3p	Homo sapiens	AMOTL1	154810	Homo sapiens	GFP reporter assay//Western blot//qRT-PCR	Functional MTI	25218344
MIRT438306	hsa-miR-146a-5p	Homo sapiens	RAC1	5879	Homo sapiens	In situ hybridization//Western blot//Luciferase reporter assay//qRT-PCR	Functional MTI	25214035
MIRT438307	hsa-miR-146a-5p	Homo sapiens	LAMC2	3918	Homo sapiens	In situ hybridization//Weastern blot//Luciferase reporter assay/qRT-PCR	Functional MTI	25214035
MIRT031441	hsa-miR-16-5p	Homo sapiens	RPS6KB1	6198	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	25261849
MIRT437424	hsa-miR-137	Homo sapiens	AKT2	208	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26102366
MIRT437424	hsa-miR-137	Homo sapiens	AKT2	208	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24465609
MIRT438314	hsa-miR-217	Homo sapiens	GPC5	2262	Homo sapiens	Luciferase reporter assay//Northern blot//qRT-PCR//Western blot	Functional MTI	26098560
MIRT438315	hsa-miR-34c-5p	Homo sapiens	PABPC1	26986	Homo sapiens	qRT-PCR//Western blot	Functional MTI	26097561
MIRT438317	hsa-miR-298	Homo sapiens	BAX	581	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26064232
MIRT438319	hsa-miR-573	Homo sapiens	TSPAN1	10103	Homo sapiens	Flow//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26054975
MIRT438320	hsa-miR-222-3p	Homo sapiens	VGLL4	9686	Homo sapiens	ChIP-seq//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26045994
MIRT438321	hsa-miR-23b-3p	Homo sapiens	ETS1	2113	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26041881
MIRT438322	hsa-miR-23b-3p	Homo sapiens	NOTCH2	4853	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26041881
MIRT438323	hsa-miR-23b-3p	Homo sapiens	HMGB2	3148	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25996293
MIRT438324	hsa-miR-23b-3p	Homo sapiens	ATG12	9140	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25996293
MIRT438324	hsa-miR-23b-3p	Homo sapiens	ATG12	9140	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23916944
MIRT437593	hsa-miR-140-5p	Homo sapiens	RALA	5898	Homo sapiens	Luciferase reporter assay	Functional MTI	24063364
MIRT438329	hsa-miR-142-3p	Homo sapiens	HOXA10	3206	Homo sapiens	Luciferase reporter assay	Functional MTI	24057258
MIRT438330	hsa-miR-142-3p	Homo sapiens	HOXA7	3204	Homo sapiens	Luciferase reporter assay	Functional MTI	24057258
MIRT438331	hsa-miR-142-3p	Homo sapiens	HOXA9	3205	Homo sapiens	Luciferase reporter assay	Functional MTI	24057258
MIRT438332	hsa-miR-185-5p	Homo sapiens	ALOX12	239	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	24070899
MIRT438335	hsa-miR-185-5p	Homo sapiens	CASP14	23581	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	24070899
MIRT438336	hsa-miR-185-5p	Homo sapiens	AQP3	360	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	24070899
MIRT438337	hsa-miR-518d-3p	Homo sapiens	PPA1	5464	Homo sapiens	Luciferase reporter assay	Functional MTI	24639097
MIRT438339	hsa-miR-361-5p	Homo sapiens	SND1	27044	Homo sapiens	Immunohistochemistry//In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25965817
MIRT438340	hsa-miR-204-5p	Homo sapiens	TRPM3	80036	Homo sapiens	qRT-PCR//Western blot	Functional MTI	25517751
MIRT378759	hsa-miR-338-3p	Homo sapiens	MACC1	346389	Homo sapiens	Immunohistochemistry//In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25945841
MIRT438341	hsa-miR-338-3p	Homo sapiens	ZEB2	9839	Homo sapiens	Immunohistochemistry//In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25945841
MIRT438342	hsa-miR-25-3p	Homo sapiens	FBXW7	55294	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25944166
MIRT438343	hsa-miR-144-3p	Homo sapiens	MET	4233	Homo sapiens	ChIP-seq//Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	25927670
MIRT438344	hsa-miR-149-5p	Homo sapiens	IL6	3569	Homo sapiens	ELISA//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25916550
MIRT438345	hsa-miR-149-5p	Homo sapiens	PTGER2	5732	Homo sapiens	ELISA//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25916550
MIRT438346	hsa-miR-29a-3p	Homo sapiens	CCND1	595	Homo sapiens	qRT-PCR//Western blot	Functional MTI	25889078
MIRT438347	hsa-miR-29a-3p	Homo sapiens	CDK4	1019	Homo sapiens	qRT-PCR//Western blot	Functional MTI	25889078
MIRT438348	hsa-miR-34a-5p	Homo sapiens	SIRT7	51547	Homo sapiens	ChIP-seq//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25860861
MIRT438349	hsa-miR-506-3p	Homo sapiens	YAP1	10413	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25846731
MIRT438350	hsa-miR-145-5p	Homo sapiens	E2F3	1871	Homo sapiens	ChIP-seq//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25762621
MIRT438351	hsa-miR-20a-5p	Homo sapiens	FBXO31	79791	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25115392
MIRT438352	hsa-miR-504-5p	Homo sapiens	TFF1	7031	Homo sapiens	Flow//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25015107
MIRT438360	hsa-miR-124-3p	Homo sapiens	HOTAIR	100124700	Homo sapiens	Flow//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24775712
MIRT438361	hsa-miR-331-3p	Homo sapiens	HOTAIR	100124700	Homo sapiens	Flow//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24775712
MIRT438362	hsa-miR-143-3p	Homo sapiens	COL3A1	1281	Homo sapiens	In situ hybridization//qRT-PCR//Western blot	Functional MTI	24283360
MIRT241310	hsa-miR-145-5p	Homo sapiens	DDX6	1656	Homo sapiens	Immunofluorescence//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23932921
MIRT438363	hsa-miR-143-3p	Homo sapiens	DDX6	1656	Homo sapiens	Immunofluorescence//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23932921
MIRT438364	hsa-miR-140-5p	Homo sapiens	PAX6	5080	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	24530397
MIRT438365	hsa-miR-140-5p	Homo sapiens	HDAC7	51564	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	24530397
MIRT438366	hsa-miR-140-5p	Homo sapiens	LAMC1	3915	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	24530397
